accession,length,expAA,First,PredHel,Topology
AT2G27490.1,len=232,ExpAA=0.36,First60=0.00,PredHel=0,Topology=o
AT2G27720.2,len=130,ExpAA=0.19,First60=0.15,PredHel=0,Topology=o
AT2G27730.1,len=113,ExpAA=17.85,First60=0.00,PredHel=1,Topology=i84-101o
AT2G28310.1,len=374,ExpAA=22.22,First60=22.21,PredHel=1,Topology=i20-42o
AT2G28430.1,len=85,ExpAA=1.08,First60=1.08,PredHel=0,Topology=o
AT2G29080.1,len=809,ExpAA=15.38,First60=0.00,PredHel=0,Topology=o
AT2G29530.3,len=107,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G29560.1,len=475,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT2G29700.1,len=145,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G29990.1,len=508,ExpAA=1.31,First60=0.00,PredHel=0,Topology=o
AT2G30110.1,len=1080,ExpAA=3.40,First60=0.00,PredHel=0,Topology=o
AT2G30490.1,len=505,ExpAA=12.87,First60=11.96,PredHel=0,Topology=o
AT2G30790.1,len=125,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G30920.1,len=322,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G30970.1,len=430,ExpAA=0.14,First60=0.00,PredHel=0,Topology=o
AT2G31140.1,len=205,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G31240.1,len=617,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G31490.1,len=71,ExpAA=19.68,First60=19.68,PredHel=1,Topology=i34-53o
AT2G32240.1,len=1333,ExpAA=21.24,First60=0.00,PredHel=1,Topology=o1308-1330i
AT2G32260.1,len=332,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G32380.1,len=168,ExpAA=83.47,First60=20.39,PredHel=4,Topology=i7-26o62-84i91-113o128-145i
AT2G32720.1,len=134,ExpAA=21.08,First60=0.00,PredHel=1,Topology=i108-130o
AT2G32920.1,len=440,ExpAA=9.18,First60=9.15,PredHel=0,Topology=o
AT2G33040.1,len=325,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT2G33150.1,len=462,ExpAA=14.67,First60=0.00,PredHel=0,Topology=o
AT2G33585.1,len=193,ExpAA=7.50,First60=0.08,PredHel=0,Topology=o
AT2G33630.1,len=480,ExpAA=95.05,First60=19.28,PredHel=3,Topology=o15-32i380-399o414-436i
AT2G34357.1,len=1280,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G34660.1,len=1623,ExpAA=317.94,First60=21.15,PredHel=14,Topology=o36-58i71-93o108-130i143-162o172-194i339-361o433-455i526-548o563-585i915-937o961-983i1032-1054o1058-1077i1142-1164o
AT2G35010.1,len=194,ExpAA=0.52,First60=0.02,PredHel=0,Topology=o
AT2G35120.1,len=156,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G35720.1,len=538,ExpAA=18.37,First60=0.00,PredHel=0,Topology=o
AT2G35736.1,len=56,ExpAA=6.24,First60=6.24,PredHel=0,Topology=o
AT2G35790.1,len=238,ExpAA=36.62,First60=0.00,PredHel=2,Topology=i99-121o131-153i
AT2G35900.1,len=192,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G35920.1,len=995,ExpAA=0.66,First60=0.00,PredHel=0,Topology=o
AT2G36290.1,len=364,ExpAA=2.05,First60=1.88,PredHel=0,Topology=o
AT2G37190.1,len=166,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
AT2G37230.1,len=757,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT2G37400.1,len=333,ExpAA=0.39,First60=0.00,PredHel=0,Topology=o
AT2G37410.1,len=243,ExpAA=44.08,First60=12.02,PredHel=0,Topology=o
AT2G38280.1,len=839,ExpAA=23.56,First60=21.74,PredHel=1,Topology=i5-27o
AT2G38580.1,len=482,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
AT2G38650.1,len=619,ExpAA=22.81,First60=22.77,PredHel=1,Topology=i20-42o
AT2G38670.1,len=421,ExpAA=21.57,First60=21.56,PredHel=1,Topology=i7-29o
AT2G38840.1,len=602,ExpAA=68.65,First60=6.17,PredHel=3,Topology=o482-501i503-525o557-576i
AT2G39270.1,len=295,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT2G39795.1,len=250,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G39970.1,len=331,ExpAA=110.12,First60=18.83,PredHel=3,Topology=o4-26i63-85o115-137i
AT2G40090.1,len=538,ExpAA=18.18,First60=17.97,PredHel=1,Topology=i13-30o
AT2G40765.1,len=57,ExpAA=21.21,First60=21.21,PredHel=1,Topology=i22-44o
AT2G40800.1,len=377,ExpAA=45.03,First60=0.00,PredHel=2,Topology=i150-172o187-209i
AT2G40890.1,len=508,ExpAA=10.78,First60=8.91,PredHel=0,Topology=o
AT2G41475.1,len=179,ExpAA=17.30,First60=15.34,PredHel=0,Topology=o
AT2G41790.1,len=970,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT2G42450.1,len=546,ExpAA=3.27,First60=0.00,PredHel=0,Topology=o
AT2G42710.1,len=415,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G42790.1,len=509,ExpAA=1.35,First60=0.00,PredHel=0,Topology=o
AT2G43080.1,len=283,ExpAA=22.72,First60=22.72,PredHel=1,Topology=i7-29o
AT2G43150.1,len=212,ExpAA=16.49,First60=16.49,PredHel=1,Topology=i13-35o
AT2G43290.1,len=215,ExpAA=0.84,First60=0.84,PredHel=0,Topology=o
AT2G43400.1,len=633,ExpAA=1.65,First60=0.00,PredHel=0,Topology=o
AT2G43420.1,len=561,ExpAA=65.00,First60=0.36,PredHel=3,Topology=i391-408o418-440i499-521o
AT2G43780.1,len=67,ExpAA=19.72,First60=19.72,PredHel=1,Topology=o18-40i
AT2G43940.1,len=226,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT2G44525.1,len=170,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT2G45030.1,len=754,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT2G45060.1,len=272,ExpAA=17.17,First60=0.00,PredHel=1,Topology=o115-137i
AT2G45200.2,len=257,ExpAA=19.55,First60=0.00,PredHel=1,Topology=i237-256o
AT2G45510.1,len=511,ExpAA=32.03,First60=22.63,PredHel=1,Topology=i7-29o
AT2G45690.1,len=367,ExpAA=15.20,First60=0.09,PredHel=0,Topology=o
AT2G45740.1,len=236,ExpAA=20.64,First60=0.01,PredHel=0,Topology=o
AT2G45980.1,len=256,ExpAA=18.59,First60=0.03,PredHel=1,Topology=o181-200i
AT2G46110.1,len=347,ExpAA=0.74,First60=0.00,PredHel=0,Topology=o
AT2G46170.1,len=255,ExpAA=61.80,First60=0.00,PredHel=3,Topology=i79-97o101-120i176-198o
AT2G46470.1,len=431,ExpAA=82.57,First60=0.00,PredHel=3,Topology=i153-175o225-247i313-335o
AT2G46505.1,len=151,ExpAA=13.60,First60=0.02,PredHel=0,Topology=o
AT2G47380.1,len=64,ExpAA=18.37,First60=18.37,PredHel=1,Topology=o15-34i
AT2G47510.1,len=492,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT2G47610.1,len=257,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G01520.1,len=175,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT3G01620.1,len=388,ExpAA=20.36,First60=17.88,PredHel=1,Topology=i44-63o
AT3G01910.1,len=393,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT3G02090.2,len=535,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G02350.1,len=561,ExpAA=21.97,First60=21.90,PredHel=1,Topology=i23-45o
AT3G02420.1,len=348,ExpAA=79.91,First60=0.01,PredHel=4,Topology=i131-150o160-177i190-212o264-286i
AT3G02510.1,len=393,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G02875.1,len=442,ExpAA=14.49,First60=14.48,PredHel=0,Topology=o
AT3G03060.1,len=628,ExpAA=0.47,First60=0.14,PredHel=0,Topology=o
AT3G03305.1,len=743,ExpAA=116.40,First60=17.63,PredHel=6,Topology=i21-40o514-536i568-590o625-647i687-704o719-736i
AT3G03310.1,len=447,ExpAA=0.79,First60=0.08,PredHel=0,Topology=o
AT3G03330.1,len=328,ExpAA=33.11,First60=21.32,PredHel=1,Topology=i2-24o
AT3G03420.1,len=194,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT3G03600.1,len=219,ExpAA=0.12,First60=0.04,PredHel=0,Topology=o
AT3G03640.1,len=531,ExpAA=22.67,First60=22.67,PredHel=1,Topology=i5-27o
AT3G04080.1,len=471,ExpAA=22.14,First60=22.13,PredHel=1,Topology=i21-43o
AT3G04500.1,len=245,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
AT3G05290.1,len=322,ExpAA=46.12,First60=2.56,PredHel=0,Topology=o
AT3G05500.1,len=246,ExpAA=0.79,First60=0.78,PredHel=0,Topology=o
AT3G05570.1,len=90,ExpAA=0.00,First60=0.00,PredHel=0,Topology=i
AT3G05970.1,len=701,ExpAA=0.09,First60=0.00,PredHel=0,Topology=o
AT3G06050.1,len=201,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT3G06300.1,len=299,ExpAA=19.14,First60=19.13,PredHel=1,Topology=i7-29o
AT3G06650.1,len=608,ExpAA=3.21,First60=0.00,PredHel=0,Topology=o
AT3G06690.1,len=187,ExpAA=0.50,First60=0.00,PredHel=0,Topology=o
AT3G06810.1,len=824,ExpAA=0.20,First60=0.00,PredHel=0,Topology=o
AT3G06980.1,len=781,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G07060.1,len=774,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT3G07568.1,len=68,ExpAA=18.48,First60=18.48,PredHel=1,Topology=i7-25o
AT3G07770.1,len=799,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
AT3G08580.1,len=381,ExpAA=70.36,First60=0.03,PredHel=3,Topology=o184-206i248-270o285-307i
AT3G08950.1,len=334,ExpAA=19.80,First60=0.07,PredHel=1,Topology=o125-144i
AT3G09810.1,len=374,ExpAA=0.26,First60=0.02,PredHel=0,Topology=o
AT3G10190.1,len=209,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G10370.1,len=629,ExpAA=9.77,First60=9.18,PredHel=0,Topology=o
AT3G10410.1,len=516,ExpAA=18.13,First60=17.65,PredHel=1,Topology=i7-29o
AT3G10690.1,len=950,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT3G11040.1,len=679,ExpAA=0.27,First60=0.00,PredHel=0,Topology=o
AT3G11070.1,len=520,ExpAA=0.56,First60=0.00,PredHel=0,Topology=o
AT3G11440.1,len=553,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G11900.1,len=432,ExpAA=229.86,First60=21.09,PredHel=10,Topology=i37-56o61-83i115-137o147-169i171-193o213-235i255-277o292-314i355-389o409-431i
AT3G12030.1,len=196,ExpAA=42.54,First60=21.89,PredHel=2,Topology=i17-39o101-120i
AT3G12370.1,len=171,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT3G12500.1,len=335,ExpAA=11.41,First60=11.31,PredHel=0,Topology=o
AT3G12590.1,len=1184,ExpAA=0.49,First60=0.00,PredHel=0,Topology=o
AT3G12800.1,len=298,ExpAA=0.31,First60=0.29,PredHel=0,Topology=o
AT3G13110.1,len=391,ExpAA=0.12,First60=0.00,PredHel=0,Topology=o
AT3G13160.1,len=394,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G13410.1,len=321,ExpAA=43.12,First60=20.18,PredHel=2,Topology=i7-26o287-309i
AT3G13860.1,len=572,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT3G13930.1,len=539,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT3G14610.1,len=512,ExpAA=21.98,First60=21.19,PredHel=1,Topology=i2-24o
AT3G15090.1,len=366,ExpAA=4.45,First60=0.01,PredHel=0,Topology=o
AT3G15290.1,len=294,ExpAA=1.38,First60=1.34,PredHel=0,Topology=o
AT3G15660.1,len=169,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G16110.1,len=534,ExpAA=18.81,First60=18.74,PredHel=1,Topology=i11-28o
AT3G16200.1,len=456,ExpAA=22.56,First60=0.00,PredHel=1,Topology=i72-94o
AT3G16240.1,len=250,ExpAA=148.24,First60=28.92,PredHel=6,Topology=o20-42i55-77o97-119i140-162o172-194i215-237o
AT3G16480.1,len=499,ExpAA=0.25,First60=0.10,PredHel=0,Topology=o
AT3G16810.1,len=641,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
AT3G16830.1,len=1131,ExpAA=0.09,First60=0.00,PredHel=0,Topology=o
AT3G16910.1,len=569,ExpAA=1.30,First60=0.03,PredHel=0,Topology=o
AT3G17240.1,len=507,ExpAA=0.13,First60=0.05,PredHel=0,Topology=o
AT3G17465.1,len=324,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G17790.1,len=338,ExpAA=21.78,First60=21.77,PredHel=1,Topology=i7-29o
AT3G17910.1,len=354,ExpAA=17.10,First60=0.00,PredHel=0,Topology=o
AT3G18240.1,len=419,ExpAA=0.03,First60=0.03,PredHel=0,Topology=o
AT3G18430.1,len=175,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT3G18480.1,len=689,ExpAA=19.36,First60=0.00,PredHel=1,Topology=o644-661i
AT3G18600.1,len=568,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G19340.1,len=487,ExpAA=33.18,First60=0.00,PredHel=0,Topology=o
AT3G20000.1,len=309,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT3G20290.1,len=545,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT3G20320.1,len=381,ExpAA=21.97,First60=0.01,PredHel=1,Topology=o98-120i
AT3G20390.1,len=187,ExpAA=9.85,First60=9.78,PredHel=0,Topology=o
AT3G21160.1,len=572,ExpAA=15.77,First60=15.64,PredHel=1,Topology=i28-45o
AT3G21640.1,len=365,ExpAA=15.66,First60=0.00,PredHel=1,Topology=o338-357i
AT3G21865.1,len=283,ExpAA=17.39,First60=15.49,PredHel=1,Topology=o45-62i
AT3G22310.1,len=610,ExpAA=0.28,First60=0.28,PredHel=0,Topology=o
AT3G22370.1,len=354,ExpAA=32.30,First60=0.03,PredHel=0,Topology=o
AT3G22845.1,len=214,ExpAA=25.57,First60=2.71,PredHel=1,Topology=i179-201o
AT3G23300.1,len=611,ExpAA=21.13,First60=21.07,PredHel=1,Topology=i13-32o
AT3G23620.1,len=314,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT3G23830.1,len=136,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT3G23980.1,len=714,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G23990.1,len=577,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G24160.1,len=364,ExpAA=26.36,First60=3.47,PredHel=1,Topology=o325-347i
AT3G25120.1,len=189,ExpAA=40.71,First60=18.14,PredHel=2,Topology=i33-50o60-77i
AT3G25140.1,len=559,ExpAA=22.45,First60=22.44,PredHel=1,Topology=i21-43o
AT3G25220.1,len=153,ExpAA=13.32,First60=13.31,PredHel=0,Topology=o
AT3G25680.1,len=558,ExpAA=22.35,First60=0.02,PredHel=1,Topology=i86-108o
AT3G26370.1,len=557,ExpAA=21.71,First60=0.00,PredHel=1,Topology=i80-102o
AT3G26940.1,len=432,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G27080.1,len=202,ExpAA=18.72,First60=0.00,PredHel=1,Topology=i175-192o
AT3G27230.1,len=410,ExpAA=22.23,First60=22.22,PredHel=1,Topology=i20-42o
AT3G27240.1,len=307,ExpAA=11.57,First60=0.93,PredHel=0,Topology=o
AT3G27280.2,len=279,ExpAA=5.76,First60=5.75,PredHel=0,Topology=o
AT3G27380.1,len=279,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G27570.1,len=379,ExpAA=19.73,First60=0.04,PredHel=1,Topology=o356-375i
AT3G27820.1,len=488,ExpAA=35.91,First60=11.93,PredHel=1,Topology=o459-481i
AT3G28180.1,len=673,ExpAA=119.75,First60=4.61,PredHel=5,Topology=i88-110o470-489i494-512o532-554i628-650o
AT3G28200.1,len=316,ExpAA=2.37,First60=2.36,PredHel=0,Topology=o
AT3G28480.2,len=324,ExpAA=16.95,First60=16.95,PredHel=1,Topology=i5-24o
AT3G28500.1,len=115,ExpAA=0.89,First60=0.00,PredHel=0,Topology=o
AT3G28810.1,len=434,ExpAA=16.59,First60=16.59,PredHel=0,Topology=o
AT3G29970.1,len=87,ExpAA=17.89,First60=17.89,PredHel=1,Topology=o10-32i
AT3G42170.1,len=696,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
AT3G44330.1,len=565,ExpAA=44.61,First60=22.13,PredHel=2,Topology=i20-42o519-541i
AT3G44370.1,len=566,ExpAA=80.05,First60=0.25,PredHel=2,Topology=o137-159i205-227o
AT3G45300.1,len=409,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
AT3G46560.1,len=93,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G46950.1,len=450,ExpAA=0.71,First60=0.00,PredHel=0,Topology=o
AT3G47833.1,len=93,ExpAA=8.34,First60=0.00,PredHel=0,Topology=o
AT3G47930.1,len=610,ExpAA=11.88,First60=0.00,PredHel=0,Topology=o
AT3G48000.1,len=538,ExpAA=0.59,First60=0.00,PredHel=0,Topology=o
AT3G48030.1,len=349,ExpAA=64.77,First60=27.35,PredHel=3,Topology=o20-42i55-74o116-138i
AT3G48140.1,len=88,ExpAA=21.63,First60=21.63,PredHel=1,Topology=o10-32i
AT3G48170.1,len=503,ExpAA=0.21,First60=0.00,PredHel=0,Topology=o
AT3G48250.1,len=621,ExpAA=0.05,First60=0.03,PredHel=0,Topology=o
AT3G48680.1,len=256,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
AT3G48780.1,len=489,ExpAA=21.23,First60=16.43,PredHel=0,Topology=o
AT3G48820.1,len=440,ExpAA=21.78,First60=21.64,PredHel=1,Topology=i7-26o
AT3G48890.1,len=233,ExpAA=22.85,First60=22.81,PredHel=1,Topology=i13-35o
AT3G49180.1,len=438,ExpAA=0.65,First60=0.00,PredHel=0,Topology=o
AT3G49240.1,len=629,ExpAA=0.17,First60=0.00,PredHel=0,Topology=o
AT3G49490.1,len=953,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT3G50930.1,len=576,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
AT3G50940.1,len=451,ExpAA=5.20,First60=4.92,PredHel=0,Topology=o
AT3G51010.1,len=188,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT3G51450.1,len=371,ExpAA=11.53,First60=10.67,PredHel=0,Topology=o
AT3G51460.1,len=597,ExpAA=53.54,First60=0.00,PredHel=2,Topology=i524-546o561-583i
AT3G51520.1,len=314,ExpAA=52.02,First60=39.63,PredHel=2,Topology=o15-37i39-61o
AT3G51830.1,len=588,ExpAA=27.17,First60=0.00,PredHel=0,Topology=o
AT3G51840.1,len=436,ExpAA=0.26,First60=0.00,PredHel=0,Topology=o
AT3G51980.1,len=382,ExpAA=19.39,First60=19.36,PredHel=1,Topology=i5-24o
AT3G52170.1,len=499,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT3G52190.1,len=398,ExpAA=21.62,First60=0.02,PredHel=1,Topology=o336-358i
AT3G52230.1,len=145,ExpAA=13.14,First60=0.01,PredHel=0,Topology=o
AT3G52300.1,len=168,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G52610.1,len=475,ExpAA=4.95,First60=4.92,PredHel=0,Topology=o
AT3G52730.1,len=72,ExpAA=16.22,First60=16.22,PredHel=0,Topology=i
AT3G52950.1,len=556,ExpAA=22.07,First60=0.00,PredHel=1,Topology=o527-549i
AT3G53110.1,len=496,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G53560.1,len=340,ExpAA=0.14,First60=0.00,PredHel=0,Topology=o
AT3G54110.1,len=306,ExpAA=14.67,First60=0.40,PredHel=0,Topology=o
AT3G54960.1,len=579,ExpAA=6.36,First60=6.27,PredHel=0,Topology=o
AT3G54980.1,len=851,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT3G55410.1,len=1017,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT3G55605.1,len=258,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G55920.1,len=228,ExpAA=21.63,First60=20.60,PredHel=1,Topology=i7-26o
AT3G56070.1,len=176,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G56430.1,len=434,ExpAA=44.81,First60=0.01,PredHel=2,Topology=i184-206o221-243i
AT3G56460.1,len=348,ExpAA=31.85,First60=0.02,PredHel=0,Topology=o
AT3G56630.1,len=499,ExpAA=18.40,First60=18.15,PredHel=1,Topology=i5-22o
AT3G56640.1,len=790,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT3G56750.1,len=403,ExpAA=20.21,First60=20.20,PredHel=1,Topology=i19-38o
AT3G56900.1,len=447,ExpAA=1.03,First60=0.00,PredHel=0,Topology=o
AT3G57030.1,len=374,ExpAA=23.19,First60=16.85,PredHel=1,Topology=i2-21o
AT3G57090.1,len=170,ExpAA=22.90,First60=0.00,PredHel=1,Topology=o142-164i
AT3G57560.1,len=347,ExpAA=0.14,First60=0.00,PredHel=0,Topology=o
AT3G57990.1,len=367,ExpAA=0.49,First60=0.43,PredHel=0,Topology=o
AT3G58170.1,len=122,ExpAA=19.03,First60=0.00,PredHel=1,Topology=i104-121o
AT3G58510.1,len=612,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
AT3G58660.1,len=446,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G58750.1,len=514,ExpAA=1.04,First60=0.07,PredHel=0,Topology=o
AT3G58840.1,len=318,ExpAA=21.94,First60=0.00,PredHel=1,Topology=o292-314i
AT3G59280.1,len=116,ExpAA=7.92,First60=7.92,PredHel=0,Topology=o
AT3G59390.2,len=273,ExpAA=21.19,First60=21.19,PredHel=1,Topology=i5-27o
AT3G59820.2,len=760,ExpAA=22.46,First60=0.00,PredHel=1,Topology=i257-279o
AT3G59840.1,len=97,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G60960.1,len=403,ExpAA=0.26,First60=0.01,PredHel=0,Topology=o
AT3G61050.1,len=510,ExpAA=58.02,First60=19.64,PredHel=1,Topology=i2-21o
AT3G61070.1,len=231,ExpAA=5.62,First60=0.01,PredHel=0,Topology=o
AT3G61130.1,len=673,ExpAA=22.52,First60=22.45,PredHel=1,Topology=i23-45o
AT3G61200.1,len=188,ExpAA=0.07,First60=0.00,PredHel=0,Topology=o
AT3G61440.1,len=368,ExpAA=1.01,First60=0.00,PredHel=0,Topology=o
AT3G61580.1,len=449,ExpAA=109.53,First60=0.07,PredHel=5,Topology=i112-134o138-160i173-195o253-275i287-309o
AT3G61990.1,len=290,ExpAA=17.56,First60=16.32,PredHel=1,Topology=o4-23i
AT3G62450.1,len=74,ExpAA=20.90,First60=20.90,PredHel=1,Topology=i7-29o
AT3G62530.1,len=221,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G62560.1,len=193,ExpAA=0.09,First60=0.09,PredHel=0,Topology=o
AT3G62600.1,len=346,ExpAA=13.99,First60=13.98,PredHel=0,Topology=o
AT3G62720.1,len=460,ExpAA=19.65,First60=19.64,PredHel=1,Topology=i21-40o
AT3G62830.1,len=445,ExpAA=19.77,First60=17.21,PredHel=1,Topology=i44-61o
AT3G62920.1,len=80,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT3G63150.1,len=643,ExpAA=22.47,First60=0.00,PredHel=1,Topology=o612-634i
AT3G63170.1,len=279,ExpAA=13.29,First60=13.29,PredHel=0,Topology=o
AT3G63520.1,len=538,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT3G66654.1,len=236,ExpAA=22.68,First60=22.68,PredHel=1,Topology=i21-43o
AT4G00026.1,len=269,ExpAA=17.47,First60=0.00,PredHel=1,Topology=i130-152o
AT4G00090.1,len=430,ExpAA=22.96,First60=22.72,PredHel=1,Topology=i5-27o
AT4G00290.1,len=497,ExpAA=81.51,First60=0.00,PredHel=4,Topology=o153-175i213-230o234-256i303-325o
AT4G00530.1,len=71,ExpAA=3.51,First60=3.51,PredHel=0,Topology=i
AT4G00570.1,len=607,ExpAA=0.32,First60=0.00,PredHel=0,Topology=o
AT4G00585.1,len=88,ExpAA=17.06,First60=17.06,PredHel=1,Topology=o37-56i
AT4G00740.1,len=600,ExpAA=23.83,First60=22.35,PredHel=1,Topology=i20-42o
AT4G00810.1,len=113,ExpAA=3.50,First60=0.30,PredHel=0,Topology=o
AT4G00860.1,len=80,ExpAA=8.41,First60=8.41,PredHel=0,Topology=o
AT4G00900.1,len=1054,ExpAA=177.83,First60=0.01,PredHel=8,Topology=i66-83o93-115i265-283o316-338i797-819o858-880i984-1006o1021-1040i
AT4G01040.1,len=430,ExpAA=19.85,First60=19.79,PredHel=1,Topology=i35-54o
AT4G01100.2,len=366,ExpAA=68.01,First60=0.46,PredHel=0,Topology=o
AT4G01210.1,len=1031,ExpAA=22.84,First60=12.94,PredHel=1,Topology=i44-66o
AT4G01320.1,len=424,ExpAA=125.46,First60=17.31,PredHel=4,Topology=o4-23i61-83o152-174i181-203o
AT4G01660.1,len=623,ExpAA=0.91,First60=0.00,PredHel=0,Topology=o
AT4G02370.1,len=167,ExpAA=7.54,First60=7.48,PredHel=0,Topology=o
AT4G02500.1,len=461,ExpAA=19.18,First60=19.17,PredHel=1,Topology=i21-40o
AT4G02580.1,len=255,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT4G02930.1,len=454,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT4G03560.1,len=733,ExpAA=256.11,First60=0.01,PredHel=11,Topology=i65-87o121-140i152-174o215-237i244-263o283-305i432-454o469-488i501-518o569-591i649-671o
AT4G04180.1,len=600,ExpAA=7.07,First60=0.00,PredHel=0,Topology=o
AT4G04470.1,len=190,ExpAA=78.76,First60=6.08,PredHel=4,Topology=i55-74o94-116i133-152o157-179i
AT4G05160.1,len=544,ExpAA=40.58,First60=0.01,PredHel=0,Topology=o
AT4G05530.1,len=254,ExpAA=2.39,First60=0.10,PredHel=0,Topology=o
AT4G08240.2,len=136,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G09750.1,len=322,ExpAA=0.13,First60=0.06,PredHel=0,Topology=o
AT4G11010.1,len=238,ExpAA=0.87,First60=0.22,PredHel=0,Topology=o
AT4G11220.1,len=271,ExpAA=62.17,First60=0.00,PredHel=3,Topology=i97-114o118-140i197-219o
AT4G12340.1,len=170,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G14320.2,len=154,ExpAA=0.00,First60=0.00,PredHel=0,Topology=i
AT4G14360.1,len=608,ExpAA=20.17,First60=20.16,PredHel=1,Topology=i13-32o
AT4G14420.1,len=158,ExpAA=55.16,First60=5.99,PredHel=2,Topology=i70-92o115-137i
AT4G14430.1,len=240,ExpAA=8.77,First60=0.12,PredHel=0,Topology=o
AT4G14790.1,len=571,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT4G15010.1,len=378,ExpAA=64.44,First60=11.73,PredHel=0,Topology=o
